task_id,name,status,accuracy,web_url
6448246e456e4c1dae67821a67a41ac8,logreg-1766258736,completed,1.0,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/6448246e456e4c1dae67821a67a41ac8/output/log
d5249bdb1cc94778b5838718a4a06c57,svc-1766258787,completed,0.9666666666666667,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/d5249bdb1cc94778b5838718a4a06c57/output/log
476e1bf4e9034e3cb57867045cfd4bd7,svc-1766258800,completed,0.9666666666666667,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/476e1bf4e9034e3cb57867045cfd4bd7/output/log
3c9da91fa4a244a1b6c262fdbcd7dd6f,svc-1766258813,completed,0.9666666666666667,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/3c9da91fa4a244a1b6c262fdbcd7dd6f/output/log
61f22f30aef3458092033d9713b74955,logreg-1766258691,completed,0.9333333333333333,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/61f22f30aef3458092033d9713b74955/output/log
e8458d9625474db3ab08588be7369fcc,logreg-1766258724,completed,0.9333333333333333,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/e8458d9625474db3ab08588be7369fcc/output/log
bc286f51b3fc4c47a680aa7d9f5c50d3,rf-1766258775,completed,0.9333333333333333,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/bc286f51b3fc4c47a680aa7d9f5c50d3/output/log
0a3e45dae5e74dd6929166fd31ae3288,rf-1766258749,completed,0.9,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/0a3e45dae5e74dd6929166fd31ae3288/output/log
09461ee5413949919c0c50979f8da97b,rf-1766258762,completed,0.9,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/09461ee5413949919c0c50979f8da97b/output/log
1f6c944e26744479b56bec42aa3389ee,logreg-1766258712,completed,0.8666666666666667,http://localhost:8080/projects/97a6f8bc0ca0464897aaf80bf299f482/experiments/1f6c944e26744479b56bec42aa3389ee/output/log
